fake_name,point,Work_accident,mission,satisfaction_level,promotion_last_5years,last_evaluation,impact,Department,level,somebody,left,research,average_montly_hours,xy,camera,number_project,time_spend_company,from,significant,fake_date_of_birth,his,fake_zipcode,fake_misc,fake_surname,salary,xyz,me
Alexander,1.1871605161287646,0.0,-0.6213753444852231,0.39,0.0,0.55,0.03,Inventory Management,0.9177789285446787,-1.19,1.0,1.0244886693801625,159.0,'social',0.07,2.0,3.0,-1.19,19965,2014-11-11,-0.9177789285446787,67079,'give',Leonard,high,board,0.9177789285446787
Joseph,0.7413256702238654,0.0,-0.5405679603333722,0.39,0.0,0.57,0.03,Sales,0.41227212162998716,0.74,1.0,-0.36926617717712684,127.0,'growth',0.07,2.0,3.0,0.74,25079,2014-12-27,-0.41227212162998716,44119,'none',Lee,low,policy,0.41227212162998716
James,1.049995114289923,0.0,-0.7723554065033008,0.83,0.0,0.95,0.03,Sales,1.0481376023741482,-1.05,0.0,0.9710080826848496,211.0,'particularly',0.07,3.0,2.0,-1.05,12263,1953-05-20,-1.0481376023741482,92634,'age',Martinez,medium,beat,1.0481376023741482
Andrew,2.1018733187712955,0.0,0.7247058907334857,0.09,0.0,0.85,0.03,Administration,-0.31153351680017227,-2.1,1.0,1.282319317893933,297.0,'stock',0.07,6.0,4.0,-2.1,26826,1977-07-25,-0.31153351680017227,54850,'six',Taylor,medium,environmental,0.31153351680017227
Jamie,1.2087960846581214,0.0,-1.6620284955119755,0.77,0.0,0.96,0.03,Customer Service,1.5005730564848534,1.21,0.0,nan,225.0,'question',0.07,6.0,4.0,1.21,18754,1948-11-30,-1.5005730564848534,36315,'data',Medina,medium,book,1.5005730564848534
Cameron,0.30792371870360746,0.0,-2.4686040344832465,0.96,0.0,0.7,0.03,,2.552565487797067,0.31,0.0,0.5002697662597104,272.0,'themselves',0.07,4.0,3.0,0.31,22077,1938-07-01,-2.552565487797067,84243,'attention',Bishop,high,always,2.552565487797067
Gregory,1.3332619947624758,0.0,-0.33097057161267623,0.23,0.0,0.72,0.03,Customer Service,0.6414130995468854,-1.33,0.0,1.0437068924988449,121.0,'evening',0.07,6.0,3.0,-1.33,17456,2005-05-25,-0.6414130995468854,10200,'indicate',Davis,medium,sure,0.6414130995468854
Elizabeth,1.6192670866162142,0.0,0.07252567286806554,0.78,0.0,0.71,0.03,Marketing,nan,1.62,1.0,nan,249.0,'hope',0.07,3.0,5.0,1.62,26967,1996-01-31,-0.42941349453891564,96544,'six',Velez,medium,necessary,0.42941349453891564
Kristina,0.6050997564482326,0.0,-0.35506157633624025,0.75,0.0,0.61,0.03,Inventory Management,0.24507093918222322,0.61,0.0,-0.32650992389541755,272.0,'ahead',0.07,4.0,2.0,0.61,17118,1978-09-26,-0.24507093918222322,70366,'once',Young,low,call,0.24507093918222322
Susan,1.5061950487182325,0.0,-0.10530211176921468,0.81,0.0,0.77,0.03,Sales,0.43958318051528633,-1.51,0.0,1.1008457055690335,102.0,'near',0.07,5.0,5.0,-1.51,27661,1917-10-01,-0.43958318051528633,12119,'mention',Richardson,medium,attack,0.43958318051528633
Mary,2.1632727056664103,0.0,0.8805195475229312,0.9,0.0,0.67,0.03,Sales,-0.4635127575623239,-2.16,0.0,1.2805591285078093,179.0,'simply',0.07,3.0,2.0,-2.16,24392,1972-09-20,-0.4635127575623239,13185,'pay',Heath,low,cell,0.4635127575623239
Michael,1.0885306103632757,0.0,-0.6510845735532879,0.41,0.0,0.46,0.03,,0.9278373035616032,-1.09,1.0,0.9630643886955819,151.0,'mouth',0.07,2.0,3.0,-1.09,17850,1974-05-10,-0.9278373035616032,86385,'big',Cisneros,low,road,0.9278373035616032
David,0.24058750038005383,0.0,-1.5418982786474615,0.88,0.0,0.71,0.03,,1.688570368011659,-0.24,0.0,0.6200644234878441,250.0,nan,0.07,4.0,3.0,-0.24,21805,1968-12-28,-1.688570368011659,65354,nan,Rich,medium,likely,1.688570368011659
Richard,0.6409960659140765,0.0,0.02119081643509498,0.86,0.0,0.93,0.03,,-0.1620070167130372,0.64,1.0,-0.46160942037190417,223.0,nan,0.07,5.0,5.0,0.64,15326,1955-02-10,-0.1620070167130372,37906,'drive',Brooks,medium,measure,0.1620070167130372
Lisa,0.062488032829479345,0.0,-1.6090689351520433,0.84,0.0,0.46,0.03,Customer Service,nan,0.06,0.0,0.42429032006973305,118.0,'six',0.07,5.0,3.0,0.06,20751,1978-02-23,-1.6938814530344763,58017,'show',Morris,low,section,1.6938814530344763
Angela,1.3528514830177667,0.0,-0.9892243048163927,0.56,0.0,0.76,0.03,Customer Service,0.7552635604349088,1.35,0.0,nan,207.0,'way',0.07,3.0,2.0,1.35,21700,1958-10-09,-0.7552635604349088,67909,'drive',Kirk,medium,information,0.7552635604349088
David,0.9328374146677589,0.0,-1.6591125526268526,0.71,0.0,0.41,0.03,Inventory Management,1.5575443314498936,0.93,0.0,-0.17952880751078343,107.0,'Mr',0.07,5.0,4.0,0.93,15560,2020-07-31,-1.5575443314498936,75465,'usually',Gordon,medium,reason,1.5575443314498936
Heather,0.7721094930959204,0.0,-2.925813453882103,0.65,0.0,0.72,0.03,Sales,2.9367033695262754,0.77,0.0,0.3036348467083678,134.0,'green',0.07,3.0,3.0,0.77,25609,2008-12-15,-2.9367033695262754,65982,'data',Shah,low,score,2.9367033695262754
Connie,0.19910018045773026,0.0,1.4243011944543944,0.84,0.0,0.49,0.03,Sales,-1.5547506298376956,0.2,0.0,-0.5563334504532665,152.0,'quite',0.07,4.0,3.0,0.2,28323,1908-07-14,-1.5547506298376956,21751,nan,Lopez,low,change,1.5547506298376956
Jamie,1.0926595902756797,0.0,-1.8113833246968047,0.6,0.0,0.91,0.03,,1.684341151552806,1.09,0.0,-0.24873140185492293,214.0,'others',0.07,4.0,2.0,1.09,26494,1973-02-24,-1.684341151552806,35508,'data',Hernandez,medium,concern,1.684341151552806
Zachary,1.0678302626773253,0.0,-2.1167470228399643,0.4,0.0,0.53,0.03,,2.013785868553334,1.07,1.0,-0.14214358717877512,151.0,nan,0.07,2.0,3.0,1.07,19519,1929-08-08,-2.013785868553334,38383,'southern',Harris,low,behavior,2.013785868553334
Christopher,1.5714764026878203,0.0,-1.2773980912467473,0.3,0.0,0.67,0.03,Inventory Management,1.0134763946824958,1.57,0.0,-0.744476676335574,150.0,'leg',0.07,3.0,2.0,1.57,17630,2008-12-31,-1.0134763946824958,33531,'serious',Murphy,medium,two,1.0134763946824958
Tina,0.9353117575622619,1.0,-0.7342635279764952,0.13,0.0,0.89,0.03,Customer Service,0.9827538062333708,-0.94,0.0,nan,249.0,'age',0.07,4.0,6.0,-0.94,10485,1924-09-12,-0.9827538062333708,22048,nan,Ward,medium,work,0.9827538062333708
Zachary,1.1616910527931052,1.0,-2.3975471620360143,0.28,0.0,0.37,0.03,,2.291330409677423,1.16,0.0,-0.12704168013579434,164.0,'camera',0.07,3.0,4.0,1.16,11481,1989-09-08,-2.291330409677423,53604,'social',Thomas,low,anything,2.291330409677423
Miguel,0.6577720238288832,1.0,-0.9748124173923355,0.61,0.0,0.65,0.03,Sales,0.8912622128540646,0.66,0.0,-0.1834135483182408,117.0,'measure',0.07,2.0,2.0,0.66,21343,1920-08-14,-0.8912622128540646,92635,nan,Coleman,medium,time,0.8912622128540646
Jerry,0.6607958594099317,0.0,-0.21803939874446257,0.74,0.0,1.0,0.03,,0.08754532727595155,0.66,1.0,-0.40599457621690055,223.0,'back',0.07,5.0,5.0,0.66,28357,1946-07-23,-0.08754532727595155,94067,'focus',Garcia,low,drop,0.08754532727595155
Russell,0.9996243659856666,0.0,-0.3879827405056918,0.1,0.0,0.81,0.03,Inventory Management,0.19413282900819928,1.0,1.0,-0.5972360962815689,309.0,'require',0.07,6.0,4.0,1.0,22481,1990-06-16,-0.19413282900819928,83833,'matter',Evans,low,last,0.19413282900819928
Alicia,0.5854687253309061,0.0,nan,0.8,0.0,0.86,0.03,Sales,1.5280910102023206,-0.59,1.0,0.8004520206102311,262.0,'tree',0.07,5.0,6.0,-0.59,16263,1979-03-10,-1.5280910102023206,33780,'light',Lucas,medium,bank,1.5280910102023206
Jesse,0.7633508209086296,0.0,-1.4656203930951162,0.8,0.0,0.7,0.03,Inventory Management,1.3891085156900755,0.76,0.0,-0.1154664540379813,238.0,'teacher',0.07,3.0,2.0,0.76,25767,1944-05-19,-1.3891085156900755,02313,'human',Grimes,medium,foot,1.3891085156900755
Sandra,1.6927691746639362,0.0,-2.624769649863858,0.69,0.0,0.8,0.03,Sales,2.4168550314761834,1.69,0.0,-0.43819508272668684,215.0,'tough',0.07,5.0,3.0,1.69,12999,1937-06-05,-2.4168550314761834,80524,nan,Roberts,low,because,2.4168550314761834
Matthew,1.5704721500254237,0.0,-2.4451201494578143,0.79,0.0,0.97,0.03,Sales,nan,1.57,0.0,-0.4036295156957274,204.0,'character',0.07,4.0,3.0,1.57,13722,1965-06-23,-2.2528371687740503,92264,'firm',Spencer,medium,bag,2.2528371687740503
Kathleen,1.7292510154609577,1.0,nan,0.99,0.0,0.92,0.03,,-0.015164806080185667,-1.73,0.0,1.1211791377760592,265.0,'season',0.07,4.0,4.0,-1.73,15824,1909-07-23,-0.015164806080185667,37499,'give',Stewart,medium,space,0.015164806080185667
Kirk,0.1808183737932172,0.0,-2.2244988263599392,0.77,0.0,0.55,0.03,Customer Service,2.3211962681571396,0.18,0.0,0.5194770809813898,217.0,'over',0.07,3.0,3.0,0.18,13816,1948-03-24,-2.3211962681571396,28559,'focus',Vasquez,medium,glass,2.3211962681571396
Susan,1.0617799673656099,1.0,-0.9242939409150346,0.61,0.0,0.7,0.03,,1.2119340981478102,-1.06,0.0,1.0236379879991746,175.0,nan,0.07,4.0,3.0,-1.06,22164,2006-01-25,-1.2119340981478102,89969,'professional',Ali,medium,note,1.2119340981478102
Randy,0.7170056156054603,0.0,-1.2344039016864365,0.92,0.0,0.68,0.03,Administration,1.4659668978644926,-0.72,0.0,nan,236.0,nan,0.07,5.0,2.0,-0.72,22012,1989-02-20,-1.4659668978644926,01519,'usually',Johnson,low,either,1.4659668978644926
Mary,1.614673448672407,0.0,-0.778130687063482,0.39,0.0,0.5,0.03,Manager,0.474270503637934,1.61,1.0,-0.9205952160421197,136.0,'court',0.07,2.0,3.0,1.61,16724,1961-02-12,-0.474270503637934,96339,'individual',Armstrong,low,evidence,0.474270503637934
Rodney,0.41441833360922975,1.0,-0.9717915721099674,0.57,0.0,0.61,0.03,,0.941025322418468,0.41,0.0,nan,167.0,'certain',0.07,3.0,2.0,0.41,23434,1983-04-23,-0.941025322418468,05032,'four',Moody,low,purpose,0.941025322418468
Jillian,0.9393181270277984,0.0,-0.17053593849646745,0.82,0.0,0.86,0.03,,-0.023487094929580454,0.94,1.0,-0.6177254615188106,243.0,'west',0.07,5.0,5.0,0.94,14005,1993-07-20,-0.023487094929580454,21219,'age',Jones,low,glass,0.023487094929580454
Cody,1.3165454587685508,0.0,-0.34725496809173784,0.11,0.0,0.85,0.03,Sales,0.6550549357007875,-1.32,1.0,1.036572864750531,302.0,'suggest',0.07,7.0,4.0,-1.32,22087,2004-04-20,-0.6550549357007875,01049,'easy',Cochran,low,onto,0.6550549357007875
Jason,1.1437005950370889,0.0,-0.53013049719958,0.42,0.0,0.5,0.03,,0.811493821593594,-1.14,1.0,0.9670320039737372,128.0,'only',0.07,2.0,3.0,-1.14,12127,2005-05-18,-0.811493821593594,60932,'report',Richard,high,develop,0.811493821593594
Kathy,0.4108535222621835,0.0,-3.0135162826415165,0.88,0.0,0.8,0.03,,3.1084017682901073,0.41,0.0,0.5858584800459788,133.0,'cover',0.07,3.0,3.0,0.41,28014,1959-05-29,-3.1084017682901073,99311,'once',Neal,medium,year,3.1084017682901073
James,1.4653116469261265,0.0,-0.24131342191691638,0.62,0.0,0.38,0.03,Inventory Management,0.5750144639358974,-1.47,0.0,1.1114147790519107,257.0,'similar',0.07,3.0,3.0,-1.47,29704,1993-05-27,-0.5750144639358974,90864,'free',Moore,medium,perhaps,0.5750144639358974
Amber,0.42793047084319547,0.0,0.6760762743240151,0.54,0.0,0.43,0.03,Customer Service,-0.8105703647373697,0.43,0.0,nan,192.0,nan,0.07,3.0,2.0,0.43,26411,1987-05-22,-0.8105703647373697,68935,'human',Smith,low,cultural,0.8105703647373697
Brandon,1.2508433568138213,0.0,-0.3629983335059779,0.83,0.0,0.77,0.03,Sales,0.6574603812778068,-1.25,0.0,0.9944762931965001,171.0,'building',0.07,3.0,3.0,-1.25,20898,1939-06-28,-0.6574603812778068,18196,'human',Martinez,low,business,0.6574603812778068
Corey,1.9236587898308062,0.0,-1.453010860091613,0.36,0.0,0.46,0.03,Sales,1.1231734516475926,1.92,1.0,-0.9435549330110565,132.0,'product',0.07,2.0,3.0,1.92,29231,1956-01-29,-1.1231734516475926,60567,'report',Hawkins,low,how,1.1231734516475926
Jacob,0.695760187089584,1.0,-0.03404311763481528,0.26,0.0,0.43,0.03,Customer Service,-0.11531490659877375,0.7,0.0,-0.48443160112157346,215.0,'page',0.07,4.0,4.0,0.7,23903,1908-10-31,-0.11531490659877375,37683,'exactly',Young,low,election,0.11531490659877375
Derek,2.1234290428731466,1.0,0.8143214397893119,0.98,0.0,0.55,0.03,Sales,-0.40193827530531534,-2.12,0.0,1.271531789267595,166.0,'military',0.07,3.0,6.0,-2.12,12930,1972-09-14,-0.40193827530531534,04339,'southern',Miller,medium,theory,0.40193827530531534
Chelsea,1.2636137777114211,0.0,-2.271090582967074,0.61,0.0,0.68,0.03,,2.134954855361573,1.26,0.0,-0.23629347195515943,254.0,'different',0.07,3.0,2.0,1.26,25362,1918-06-28,-2.134954855361573,60927,'human',Stewart,low,box,2.134954855361573
Selena,0.9937425112182513,0.0,-1.2640489091730842,0.59,0.0,0.94,0.03,Sales,1.1250611438675262,0.99,0.0,-0.33787674234905,136.0,'break',0.07,4.0,2.0,0.99,19894,1926-12-19,-1.1250611438675262,97864,'once',Jones,medium,main,1.1250611438675262
Angel,0.6150744836902353,0.0,nan,0.94,0.0,0.61,0.03,Sales,nan,0.62,0.0,-0.8531624166329917,199.0,'me',0.07,4.0,3.0,0.62,11951,1931-10-30,-1.6499306433507428,45691,'become',Burke,low,go,1.6499306433507428
Heather,0.5716134407955272,0.0,nan,0.9,0.0,0.66,0.03,Administration,0.6095761103647657,0.57,0.0,-0.2046646297151464,231.0,'almost',0.07,3.0,3.0,0.57,14759,1944-06-18,-0.6095761103647657,93538,'six',Smith,medium,arm,0.6095761103647657
Amanda,0.4451228968353522,0.0,-1.1502336463703653,0.88,0.0,0.85,0.03,Manager,1.1236980578568447,0.45,0.0,0.018773356328072154,220.0,nan,0.07,3.0,3.0,0.45,26186,1943-05-28,-1.1236980578568447,79576,'none',Rivers,medium,final,1.1236980578568447
Jonathan,1.0186689016729384,0.0,-0.7436609920672067,0.97,0.0,0.62,0.03,Manager,1.0108696736521257,-1.02,0.0,0.9403922581169263,167.0,'subject',0.07,3.0,3.0,-1.02,21579,1933-12-31,-1.0108696736521257,22406,'individual',Chen,low,where,1.0108696736521257
Derek,0.5020547900224241,0.0,-0.5714448225383754,0.77,0.0,0.94,0.03,Customer Service,nan,0.5,1.0,-0.1902669588208707,226.0,'audience',0.07,5.0,6.0,0.5,29151,1968-05-22,-0.49711751739726306,95638,'fight',Ramos,low,rise,0.49711751739726306
Paul,1.073149092403004,0.0,-1.6414554611486813,0.83,0.0,0.82,0.03,Sales,1.5082668559161934,1.07,1.0,-0.2843654328402883,243.0,'property',0.07,4.0,5.0,1.07,24948,1956-12-21,-1.5082668559161934,10179,'drive',Snow,medium,individual,1.5082668559161934
Andrew,1.1471084113817767,1.0,0.2594555775457032,0.1,0.0,0.92,0.03,Customer Service,nan,1.15,1.0,-0.8906112219516108,253.0,nan,0.07,7.0,4.0,1.15,13064,1985-03-01,-0.5250056530646929,40369,'give',Middleton,low,commercial,0.5250056530646929
Crystal,0.3475417389201714,0.0,-1.6553650274579466,0.42,0.0,0.46,0.03,,nan,-0.35,1.0,0.7291075057646762,143.0,'present',0.07,2.0,3.0,-0.35,16361,1957-06-05,-1.8322567755659305,91051,'big',Mason,low,source,1.8322567755659305
Sarah,0.28735733137455455,0.0,-1.663109754731423,0.58,0.0,0.69,0.03,Sales,1.8273753602284866,-0.29,0.0,0.6886014956319323,223.0,nan,0.07,4.0,4.0,-0.29,14894,1954-01-03,-1.8273753602284866,27955,'once',Knight,low,training,1.8273753602284866
Mary,1.1335687782784079,0.0,-1.2805886982038837,0.11,0.0,0.84,0.03,Inventory Management,nan,1.13,1.0,-0.4324076223935416,251.0,'training',0.07,6.0,4.0,1.13,15820,1920-09-13,-1.1121777510677142,20565,'pay',Mckay,medium,situation,1.1121777510677142
Sean,0.7645204598140412,0.0,-0.9191331455199095,0.37,0.0,0.51,0.03,,1.1417557249856156,-0.76,1.0,0.8109275778240508,153.0,'nothing',0.07,2.0,3.0,-0.76,15106,2006-08-09,-1.1417557249856156,57519,'southern',Krueger,low,machine,1.1417557249856156
John,0.5099606293582051,0.0,-2.163445500130896,0.78,0.0,0.87,0.03,Inventory Management,2.1847672244254106,0.51,0.0,0.26783316308524024,178.0,'raise',0.07,4.0,3.0,0.51,11885,1975-10-24,-2.1847672244254106,88518,'individual',Aguilar,medium,tax,2.1847672244254106
Kevin,1.0431992875433709,0.0,-1.745526325305754,0.87,0.0,0.71,0.03,Inventory Management,1.6252218122144972,1.04,0.0,-0.2327719430665996,145.0,'performance',0.07,5.0,4.0,1.04,12594,1934-08-31,-1.6252218122144972,55919,'always',Hall,medium,just,1.6252218122144972
Jean,2.37961505765933,0.0,1.0445954912103737,0.71,0.0,0.8,0.03,,-0.5905345131084352,-2.38,0.0,1.3864815191533832,192.0,'activity',0.07,5.0,3.0,-2.38,27524,1989-05-19,-0.5905345131084352,95554,'drive',Green,medium,bank,0.5905345131084352
Nancy,0.9774338979952735,0.0,-1.6154912582104892,0.53,0.0,0.83,0.03,,1.501548139753651,0.98,0.0,-0.22392124694783946,246.0,'article',0.07,4.0,3.0,0.98,21680,2014-03-15,-1.501548139753651,76109,'attention',Mitchell,high,rise,1.501548139753651
Matthew,-0.017845735322981282,0.0,-2.5871467044234993,0.09,0.0,0.8,0.03,,2.749265905308647,-0.02,1.0,0.7662627334851819,301.0,'every',0.07,6.0,5.0,-0.02,23002,1984-10-04,-2.749265905308647,36359,'once',White,medium,person,2.749265905308647
Sherri,1.894254120869419,0.0,-0.8199535520413496,0.91,0.0,0.94,0.03,Inventory Management,0.45779740278206627,1.89,0.0,-1.1070591760012407,159.0,'health',0.07,5.0,3.0,1.89,17120,1980-05-04,-0.45779740278206627,91840,'fight',Gallegos,low,security,0.45779740278206627
Jeremy,1.1164812426404986,0.0,nan,0.18,0.0,0.95,0.03,Customer Service,0.9730809817502841,-1.12,0.0,0.9936727656181558,248.0,'hotel',0.07,6.0,3.0,-1.12,24542,1968-10-14,-0.9730809817502841,48928,'teach',Jones,low,learn,0.9730809817502841
Christopher,0.6944670683596998,0.0,-1.2544472255515569,0.37,0.0,0.48,0.03,Inventory Management,1.180012927769979,0.69,1.0,-0.12803399012351516,137.0,'book',0.07,2.0,3.0,0.69,12881,1923-11-10,-1.180012927769979,36585,'old',Hubbard,medium,whom,1.180012927769979
Kristen,0.8305443586534892,0.0,-1.7055138194980677,0.83,0.0,0.95,0.03,Inventory Management,1.6290488433787653,0.83,0.0,-0.09333237013666458,255.0,'society',0.07,3.0,3.0,0.83,16294,1919-04-27,-1.6290488433787653,15626,'serious',Morris,medium,appear,1.6290488433787653
Lisa,0.8396170405943548,0.0,-0.5764215436475992,1.0,0.0,0.74,0.03,Customer Service,0.4289243375287084,0.84,0.0,-0.4286601984687294,187.0,'truth',0.07,2.0,3.0,0.84,20030,1982-09-21,-0.4289243375287084,84156,'drive',Lopez,medium,wait,0.4289243375287084
Johnathan,0.007267574200123805,1.0,-2.15738922505225,0.17,0.0,0.64,0.03,Sales,2.287757432062225,0.01,0.0,0.6232397735816657,205.0,'heart',0.07,6.0,5.0,0.01,14289,2004-05-31,-2.287757432062225,37842,'old',Thornton,medium,security,2.287757432062225
Kathryn,0.13690701495120838,0.0,-2.0552203819577026,0.34,0.0,0.51,0.03,Customer Service,2.210720995091077,-0.14,0.0,0.6959182019158331,105.0,'ready',0.07,3.0,3.0,-0.14,27530,1916-07-16,-2.210720995091077,49904,'big',Baker,medium,least,2.210720995091077
Tammy,0.12204744043267135,0.0,-1.860312236236248,0.82,0.0,0.69,0.03,,2.0006575355605465,-0.12,0.0,0.6285874910006976,219.0,'positive',0.07,5.0,3.0,-0.12,19921,1957-02-09,-2.0006575355605465,99231,'easy',Humphrey,medium,best,2.0006575355605465
Jacob,1.8832784611797013,0.0,0.3626478804573432,0.09,0.0,0.92,0.03,Sales,0.025088985996710278,-1.88,1.0,1.232464628427955,303.0,'clear',0.07,6.0,5.0,-1.88,21339,1936-09-05,-0.025088985996710278,45823,'six',Carlson,low,though,0.025088985996710278
Kathryn,1.2888999366209966,0.0,-1.500024573321769,0.76,0.0,0.8,0.03,Sales,1.3112251425071706,1.29,0.0,-0.47885545911397787,217.0,'single',0.07,5.0,2.0,1.29,14602,1974-04-26,-1.3112251425071706,11328,'teach',Rogers,medium,fire,1.3112251425071706
Charlotte,1.0137499057858879,0.0,-0.9642738211712497,0.43,0.0,0.65,0.03,Sales,0.8025963960671363,1.01,0.0,-0.4394106557496062,124.0,'agency',0.07,4.0,2.0,1.01,12646,1950-02-13,-0.8025963960671363,74753,'once',Obrien,medium,adult,0.8025963960671363
Denise,1.1831619117829872,0.0,-0.5169593621335271,0.68,0.0,0.73,0.03,Customer Service,0.8061063217299655,-1.18,0.0,0.9912333566906025,197.0,'political',0.07,4.0,3.0,-1.18,26032,1977-06-02,-0.8061063217299655,75001,'trade',Watson,low,authority,0.8061063217299655
Katie,1.725550507354138,0.0,0.3361580172457719,0.43,0.0,0.57,0.03,Customer Service,-0.7323039033635721,1.73,1.0,-1.3239445466572175,135.0,'eight',0.07,2.0,3.0,1.73,19439,1924-01-02,-0.7323039033635721,73540,'reality',Smith,low,suffer,0.7323039033635721
Kevin,1.6333623690744026,0.0,-2.233428402345287,0.63,0.0,0.56,0.03,Marketing,2.0145091710515732,1.63,0.0,nan,286.0,'else',0.07,5.0,4.0,1.63,18519,1985-11-26,-2.0145091710515732,96745,'drive',Carpenter,medium,young,2.0145091710515732
Brian,1.6386388501965112,0.0,0.08586343443379903,0.92,0.0,0.62,0.03,Customer Service,0.265553490584837,-1.64,0.0,nan,196.0,'law',0.07,4.0,3.0,-1.64,12642,1986-07-03,-0.265553490584837,09829,'southern',Jones,medium,question,0.265553490584837
David,1.2889261318120124,0.0,-0.37541556271108867,0.88,0.0,0.6,0.03,Sales,0.11782717839566248,1.29,0.0,-0.80644974413624,224.0,'enjoy',0.07,4.0,2.0,1.29,15924,1959-04-09,-0.11782717839566248,28364,'fill',Johnson,low,vote,0.11782717839566248
Destiny,1.0842750717807734,0.0,-0.6639981238149059,0.99,0.0,0.7,0.03,,0.9406144047422884,-1.08,0.0,0.9638022209092264,182.0,'hundred',0.07,2.0,4.0,-1.08,11725,1990-10-08,-0.9406144047422884,94732,'four',Taylor,medium,price,0.9406144047422884
Matthew,1.3423270360777046,1.0,-0.20025138680533022,0.43,0.0,0.5,0.03,Customer Service,0.5046719877594492,-1.34,0.0,1.0120719023012537,121.0,'ground',0.07,4.0,5.0,-1.34,19844,1973-11-25,-0.5046719877594492,66509,'focus',Myers,medium,Republican,0.5046719877594492
Natasha,1.6045068055433882,0.0,-2.9659620379653955,0.46,0.0,0.38,0.03,,2.7981267174787847,1.6,0.0,-0.27610100859567244,165.0,'recently',0.07,6.0,3.0,1.6,20317,1981-08-21,-2.7981267174787847,60765,'individual',Cooper,low,book,2.7981267174787847
Adam,0.7260342656462812,0.0,-2.4095461308207358,0.39,0.0,0.52,0.03,Inventory Management,2.398888943766316,0.73,0.0,0.1859938175947293,102.0,'able',0.07,2.0,8.0,0.73,14229,2005-03-23,-2.398888943766316,23672,'big',Tate,medium,development,2.398888943766316
Max,1.325488390578015,0.0,-1.4832383974390009,0.92,1.0,0.98,0.03,Sales,1.2854483960827179,1.33,0.0,-0.5097415551263758,257.0,'government',0.07,3.0,3.0,1.33,21416,1923-03-13,-1.2854483960827179,20410,'always',Alexander,medium,cell,1.2854483960827179
Shannon,1.7587315670043964,0.0,0.3737188154372365,0.37,0.0,0.5,0.03,Sales,-0.013768125479452387,-1.76,1.0,1.1407475227192883,141.0,'manage',0.07,2.0,3.0,-1.76,24077,1949-07-05,-0.013768125479452387,41578,'matter',Evans,low,four,0.013768125479452387
